Review Text,Aspect Term,Aspect Category,Opinion Term,Sentiment Polarity,Done,Main,Human
Transferred multiple policies from other companies to [Company X]. All completed in a couple of weeks or so. Completely hassle free. Highly recommended.,,,,,,1.0,
It was quite straightforward,,,,,,1.0,
"I like the constant contact / keeping in touch, thanks!",,,,,,1.0,
"Paying is never a good experience. It has to be done that it is. At the moment I stopped paying because i am really short of money, but I am planning to start paying again soon. I am really unsure about this review. What is what am I am rating? Paying? I set up a direct debit long ago, money comes out on its own is easy. Is not something that can be rated.",,,,,,1.0,
"Guide lines was very easy to follow, if you want to top up your pot, I wish I had done it before.",,,,,,1.0,
"Seamless process, kept well informed on the portal and via email",,,,,,1.0,
"No any problem at all, always willing to help pleasure to deal with",,,,,,1.0,
It is nice and easy to make extra payments to your pension And my money is growing fast I am looking forward to my retiremen,,,,,,1.0,
Very good always good communication,,,,,,1.0,
Great customer service when i had to phone as i had a problem with the web site,,,,,,1.0,
Couldn't fault how fast the transfer went thru.,,,,,,1.0,
Easy to understand,,,,,,1.0,
No complaints. Its easy. It pays. All good.,,,,,,1.0,
Very easy to navigate,,,,,,1.0,
Easy to use and amend information when needed set up a standing order so all going well,,,,,,1.0,
"Easy and straightforward , all taken care off when moving an old pension across",,,,,,1.0,
Pretty simple process to settle a standing order for additional payments,,,,,,1.0,
It's easy to access and all explanations are in details and well understood,,,,,,1.0,
[Company X] has flexibility/options on where retirement funds could be invested. This provides customers with choice and some level of control.,,,,,,1.0,
Transfer was quick and easy ! Thank you !,,,,,,1.0,
"I paid in extra money through my bank,quite easy.",,,,,,1.0,
Your fees are way too high. Iâm looking for a way out.,,,,,,1.0,
Easy to use easy to set up quick turnaround,,,,,,1.0,
"I joined the scheme via a previous employer and since then Iâve transferred old pensions etc and I now have a good return on investment
I also topped up my investment by adding in extra each month
I look forward to my return when nearer retirement age",,,,,,1.0,
A very easy and efficient experience transferring my pension over to [Company X]. Thankyou!,,,,,,1.0,
"I am not sure how good they are in managing the funds, as I need to be able to compare them to other pension providers, but the option of managing personal contributions at any time is great, also the dashboard is straightforward.",,,,,,1.0,
"[Company X] were fab at transferring my pension in, I gave them the details and they did the rest. It was transferred within a few weeks .",,,,,,1.0,
All interaction with [Company X] runs smoothly including a recent transfer of funds from another provider to my nest egg.,,,,,,1.0,
"It goes without saying that for every pound you put in [Company X] you would reveive back, from the goverment, 25%. There are other interesting things too.

At first I was impressed by the difference between the contributions and the pot value. Given that my pot is into the [Company X] retirement date fund, its value is almoust 19% higher than the total contributions made. That may be due to the way the contributions are being invested or some other reason but I would certainly hope that will be the case at the date of my retrement.

Most impresive is however the choice of funds one could shitch to, e.g. choosing riskier or less risky inversment strategies, or even investments with no interests (Shariah principle). The [Company X] Guided Retirement Fund is also very attractive to look at when the time for retirement approaches.",,,,,,1.0,
Everything was just so easy,,,,,,1.0,
"Brilliant transaction, quick and efficient in a trust less society.",,,,,,1.0,
Dealing with [Company X] Pensions is becoming a very simple and straight forward process,,,,,,1.0,
"Always easy to deal with.

[Company X] was sold as a flexible pension and that's exactly what it is!

They deal with transfers and transactions easily. The Website is good too. Never have to ring as everything is on there.",,,,,,1.0,
